id,category,difficulty,created_at_ms
d811b24e-11be-4caf-b62c-5c20c9b79e1e,Simulation,Hard,1727868441942
91a7719b-6de0-493b-a1f2-d9476b1e0b5b,RPG,Hard,1731649834942
f8c23995-3d1d-4d82-95d6-8a04caf9c50d,Platform,Expert,1727335894942
d1721522-25a1-4562-a76d-95f68ea46c6a,Adventure,Hard,1725243694942
34d199c9-6a68-462b-98a4-384297307d68,Fighting,Hard,1728925775942
220c0ddf-5f68-4b58-b3db-428c5726edaf,Strategy,Easy,1718480452942
b7363bc7-1f56-4227-b346-120aabfc834f,Platform,Expert,1721882688942
b5ccaa65-537c-4590-a884-47306de27fac,Puzzle,Expert,1721556150942
e57f7a54-bd39-4849-8f44-f0bc5cfc6153,Strategy,Hard,1721758692942
eac2dea5-e462-414b-bf53-5dd403ccd3fd,FPS,Easy,1727408689942
dd19dce4-1a38-48df-99eb-e87b86524a4e,Adventure,Easy,1732330509942
12483c2c-2658-4b42-b6b9-0024731c01d0,Simulation,Medium,1729817776942
9249e461-cfe3-41ea-8ff9-f844b793e4cc,Racing,Expert,1732770915942
c2cd543e-a4fa-4dbd-a7cf-7c4f93719180,Adventure,Expert,1726819556942
4aede044-109c-4b4d-88c7-9ca187e7d9f4,Fighting,Medium,1731358559942
c83b631f-25f2-4935-977c-3e4c7395f2d9,Adventure,Hard,1721701265942
7b3b3ab6-17ea-4717-92d6-0e92f9abe07b,Platform,Hard,1724436011942
1c6779cc-8584-4de2-b9c6-d6b529d25ce6,Puzzle,Expert,1731887375942
93eb34d5-56e8-40a5-85a4-3381f2beb890,Platform,Medium,1723837090942
d893476e-56b1-4ba2-a399-23cd38de3d29,Adventure,Medium,1724045885942
9babe8e3-a543-4096-a6d1-bb2f87372e09,FPS,Medium,1731386494942
7d1cbe13-af31-4e52-a625-f036f6f72ac5,Puzzle,Easy,1724367748942
fc922e3d-5cb4-4b98-a596-7434ce099036,Platform,Easy,1733023073942
842e2e5f-8dae-465c-894d-6e15c8f095f6,RPG,Expert,1719139120942
2ef39a35-5736-4f68-b536-0e832e64fc30,Puzzle,Easy,1733569072942
3b6891f0-b2e1-4264-9adc-6e7f561d922f,Simulation,Easy,1731501660942
8dbc406b-a9df-4412-a0cc-ee0a3ca359bd,Fighting,Hard,1730228240942
c12a42a7-e707-4249-b9fc-b9d604e322f4,Sports,Easy,1723943873942
83097975-0187-427e-8a50-7225670e3a4b,RPG,Expert,1732777396942
8451da8a-9f2c-4731-a328-83123bef84b4,Racing,Hard,1731461100942
9d34cf66-9a35-4ba4-8b11-0b75e53bdb7a,Sports,Expert,1732193268942
2ed6cc69-cb74-4ba3-b9a0-65fcd0d9e95a,Platform,Medium,1726603352942
9107963b-a6a2-4ae8-aec8-6f2723c7c3ff,Platform,Easy,1723157731942
5d9d8660-659d-4659-9a9e-5c20a290ad13,Sports,Hard,1723832131942
29c58067-d346-4e17-b1a0-6025180cf385,Simulation,Easy,1732666441942
811e7ae6-eefd-4e15-afb4-b9d2d22ce321,Strategy,Easy,1726751572942
bcf0ac1a-a5cd-4484-99a9-4938acfd7564,Simulation,Medium,1733578802942
837ed828-b65e-40d5-bc98-b86e835d8aae,Racing,Expert,1733765226942
c8f0677d-8e93-4049-a4df-cc39bb094234,FPS,Hard,1719105112942
0f47ee0f-973f-40cd-9d68-b3c56ff1a6c0,Adventure,Easy,1726837419942
aeff2388-e84f-4545-9512-036758b26daa,Puzzle,Easy,1724868173942
e8aadd86-b9d3-4aba-a6e5-d1843c50280f,Adventure,Hard,1718871015942
f844628d-5382-4107-95ee-750d68926a28,Racing,Expert,1724103639942
bbe1a5e7-d9ee-43d1-b2a7-7e355462b03a,Racing,Expert,1732993031942
95f25bc4-d0b2-4e47-bbfe-6b4c29e6b0f3,Sports,Easy,1719539273942
d37d4ec1-0ecb-401a-bb6f-93ea4570d78c,Racing,Easy,1720197238942
afc9f3e3-2046-43bd-8370-d04ef305d636,Strategy,Hard,1733451758942
efa77612-a24b-498c-bf74-e22eae845232,Adventure,Medium,1721439082942
f3526070-7a41-4670-84bf-8b95f19ea6e0,Fighting,Hard,1733394736942
461ddcca-6436-4f4b-874c-406439bd73b2,FPS,Easy,1729915039942
07aaae3d-4fe1-49b8-a5bc-9d4f3892e11f,RPG,Hard,1729171749942
8f01f101-860a-4e1a-9f56-43e85979a81f,Platform,Easy,1729687018942
ded387bc-79c0-4bd3-bd16-eaa50915f2b5,Platform,Hard,1724473151942
18b80be3-ccaf-4401-9160-6e8b4be8eb88,RPG,Hard,1729699252942
a12aa89a-08e6-45dc-bb47-bdd3541fbb3c,Adventure,Easy,1722823765942
61a44f7e-5309-4b67-a296-443a3a970cf5,Racing,Hard,1733615942942
baab205a-2111-42bc-99e4-4d33f0108760,FPS,Hard,1726658144942
8c6ee8e7-c803-45bd-a9ac-354b79dfd774,Simulation,Expert,1722602234942
1fc07a52-388c-4caf-a727-cd06ba028f73,Adventure,Medium,1718492645942
488f4994-935a-4435-8790-292721cf4d12,FPS,Expert,1722823814942
2950ede3-ff1b-49b3-8c3c-7ea4bb58287c,RPG,Expert,1732057078942
d0ad1014-e780-4b79-aade-be124bf6a84f,Platform,Easy,1722661012942
495893c6-6090-4875-bd1c-2bdeb0f1fb7a,Fighting,Expert,1731730298942
a980da05-a6f6-4ab7-a2b4-1297893a263e,Puzzle,Hard,1729079603942
92ff4500-4b62-4818-88a1-6bf011d456a3,Puzzle,Expert,1731842576942
40749e73-6a46-42b4-8d71-ceab3d4ac5e9,Strategy,Easy,1725280736942
4b69639f-0229-421d-8165-70e785f5274b,RPG,Medium,1724078516942
4d2880db-dcfd-405e-ac15-77bd9dffc5f7,RPG,Easy,1732698681942
b82bd6ea-42bd-4697-91f6-41f9d75cde47,Simulation,Expert,1723633926942
894a2256-96e8-4716-9bed-0aa73916cd44,Sports,Medium,1721562851942
6b7f7783-583d-46b7-9474-0f26d5f65e04,Simulation,Hard,1727617108942
f696da24-1d24-4e66-9281-5161ed2777dd,Racing,Easy,1732459742942
5e3e3e70-ec33-46c0-9ec6-03dd1b864aa5,Puzzle,Easy,1721382484942
464744db-db5b-477c-808b-135e29e496ce,Adventure,Easy,1730539005942
6e167840-26ec-4298-aa99-b3b8b47149f2,Simulation,Easy,1722150112942
cc008c9d-c9e3-4b6e-8839-a39caef3b4a4,RPG,Easy,1730502188942
9a81b592-9493-45d4-a1a5-c1075dc4beb3,Fighting,Medium,1720967935942
6bc56374-7b34-4367-bf64-28a92425918b,RPG,Easy,1723317894942
ba5a9e23-cca5-469e-b155-5e08eb46e4c2,Platform,Expert,1729679564942
0dd32103-1a7b-4ef6-8ee8-ba53154c70d4,Racing,Easy,1725403567942
8665aa4f-b338-427a-a725-7ac962c775b4,Adventure,Medium,1728667657942
af4e116e-8d33-4d45-a648-a35528f9c471,Fighting,Hard,1725042088942
47d99438-8d80-4cc2-9881-37ddc230e742,Adventure,Hard,1732587226942
f0cccb42-c633-4178-9391-82e3cb293db8,Sports,Easy,1726805069942
324c5771-a28b-4e66-949d-6a29866c2a1e,Adventure,Medium,1730493338942
e27e09b7-c9aa-4e93-a501-e8211fcadb05,FPS,Easy,1718731506942
c4d7e92f-36f5-4a91-bda1-13fcdff10952,Fighting,Easy,1724975942942
95ab7e4b-b17e-4259-a9af-de6367fd65b5,RPG,Easy,1725740030942
449c1094-5463-4213-afe5-0573f67b4f2e,Puzzle,Easy,1722181791942
e55d2def-f63c-4220-b44c-df9114dc92e0,Sports,Expert,1732680714942
aa8c8185-34eb-4e76-949b-33e1c6e874fa,Simulation,Expert,1731439193942
7174a4c4-085b-42aa-a850-609d3413cdac,RPG,Medium,1729777838942
e7d5599d-2033-49d3-9fe1-690d651a8d24,Fighting,Hard,1725192173942
cd4dbf66-6502-42a6-84be-c87151872522,Adventure,Medium,1732848411942
48ca9637-754f-4343-859b-69c34483ac70,Simulation,Easy,1724411029942
416b1d5d-70c7-4618-9374-0ae0d5f61e8c,Puzzle,Expert,1729898055942
9113ba50-48b1-4cf9-8c3d-5e22199489ce,Strategy,Hard,1723067770942
c2a3e0c3-d49f-424b-91bc-1ced5b72e5f9,Puzzle,Medium,1724135993942
38a68127-7204-45bf-a6a4-18586fff828d,Sports,Hard,1727858719942
ff94c475-61f0-436a-8452-1eeaaba55e14,Racing,Medium,1726852372942
420d56f7-9118-4b4b-bec7-ce07f76a0557,Sports,Medium,1726899376942
9e91048e-dcbe-4050-8bae-5c36bac45bec,Racing,Medium,1727123749942
23de290b-a9d4-48ab-a972-da9ba4a0e6fd,FPS,Hard,1728416106942
672fb670-969c-42b3-8674-9a23cc633bb2,Racing,Medium,1719078600942
21633a4c-aa42-4613-9942-442e48839e68,FPS,Expert,1732946584942
30183b5e-308f-4615-82ef-a6bd49c0ee93,Puzzle,Hard,1731826198942
1908fd2d-20ca-43cb-bf05-3ac4464e8894,Puzzle,Expert,1719371738942
edcbeee8-4b10-4612-9826-3eb8178edbf2,Racing,Medium,1732809035942
6dbd2b7b-4a1d-479e-8765-f4d47d1bf3dc,Sports,Easy,1731832793942
db043098-6d80-4dcc-a8e4-90f40bead8c7,Puzzle,Expert,1730171499942
9c34b405-ec63-4d05-834a-ce0caebb1e90,Racing,Easy,1730402261942
abeabbfe-a884-4ee0-bcb8-8d9983e387eb,Adventure,Easy,1727027085942
addb4e45-e3c7-42d8-8a28-8d858e1c9730,Strategy,Medium,1727796554942
a990886e-474c-474a-a95d-45778df5da5a,Racing,Expert,1723407534942
c06bc6fe-2578-46a4-90ad-b90227c2d7ae,Adventure,Expert,1719090507942
cdc3d36b-62d0-4c90-a007-3cfb4f11a492,Racing,Easy,1728273046942
722ef81c-4b11-4ed5-8cd4-b079473ca493,RPG,Medium,1719498159942
93e824c6-33ad-4c16-9c68-ae7519b02387,RPG,Medium,1729026234942
f6402a9e-347d-428d-a660-560e36896d65,Racing,Expert,1728477101942
41a84608-87a1-4f61-8315-9f6def25e760,Platform,Hard,1731577603942
31d04377-7150-43e2-9cf3-7bb440f696a3,FPS,Expert,1721063672942
43f7e7b8-b2b0-47b6-a055-d3f21d84a48d,Adventure,Expert,1730712078942
8a267e1e-6aa8-4da5-98de-992b4177a8a3,Puzzle,Easy,1726009355942
0e142c56-302e-4921-9985-073299151b0a,Simulation,Easy,1732174223942
15f17aed-7304-473a-afb5-5c183359b522,Sports,Medium,1730809123942
6d83fa06-941c-4fee-bf6e-f89f8028adc9,Sports,Easy,1719231730942
08a0fdc7-5fcb-408e-8b55-9057feda5dff,RPG,Hard,1723961246942
a62d9da1-543c-456f-9b02-01db4c0bf15c,Adventure,Easy,1732284528942
40667a69-1b2c-46d8-9858-db0c65fb07b0,Racing,Medium,1722373288942
413b319a-cc2a-4d58-b61c-ebc9caceabd8,Platform,Medium,1730227140942
a637fe9a-a0cb-40ae-91b0-772494f93e2c,Simulation,Expert,1729689133942
1b19f450-038a-4076-847d-752ee798ed02,Sports,Easy,1728299148942
17973045-bacb-434f-8de3-718f02be44c8,Racing,Hard,1726089131942
33d979ba-7398-45be-8706-5a76ccd1a0f7,Racing,Hard,1719269306942
0c74ca6d-9c82-48ac-a5f5-62806e316fef,Adventure,Hard,1727114821942
b5705d5e-9979-4ef7-90db-e1b6aac55e67,Platform,Medium,1721530344942
855a9ee4-c61c-41dc-bb4b-13aa6a2663c6,Platform,Medium,1733176893942
1c55406b-7429-4fdf-a2e3-3c05c7b8b1a8,RPG,Expert,1732555662942
d4e9dee1-30e7-4bba-b093-75e3d3ca8f40,Platform,Medium,1731018535942
20b504b5-231f-4f0d-8bb1-d299dd587702,Fighting,Hard,1721325990942
a03144ae-0cb6-48a8-aa81-9f75f6916e00,FPS,Easy,1733720583942
982667a6-0a6a-4da2-9250-2d9330cc0c63,Sports,Expert,1727934511942
3f2299b8-e93c-4464-acbc-fb7fe4fbf903,RPG,Hard,1731191205942
5dcbcbb3-668f-42d7-9adc-42439017091b,Adventure,Easy,1726712247942
d13c320c-2c32-4ed4-ac46-6e770873b873,Racing,Easy,1724957704942
8926b8da-effe-4d9f-820e-1b1a1cfa291b,Sports,Easy,1726575049942
220dbfce-0f4c-4cd7-9b2a-dac83aed9526,FPS,Medium,1720305143942
b6bab554-32b7-447c-925d-3511cba0c38b,FPS,Easy,1728321306942
679a83d4-c372-47a2-9d17-a53733e0df80,Simulation,Expert,1723773260942
c99e1d8a-255e-439d-8f30-0adc53f11aca,Platform,Medium,1725508434942
10c956bf-1911-49f1-971f-858b4b0f9cee,RPG,Medium,1724237028942
d520bd64-bf77-481c-a1b1-6d8d956299a9,Puzzle,Easy,1722443987942
6392118f-7795-424a-8881-03112d6f6560,Strategy,Hard,1719314802942
1fe8757c-5a45-4ee4-bd1c-e567c7074325,Platform,Hard,1725686992942
f2f633c7-0b98-4744-99b5-fd662d77f03b,Platform,Medium,1724099243942
cf09c89d-280e-4184-a9f0-cecaf2942243,RPG,Easy,1722668320942
5d12cee3-3089-4cec-86f1-3c887031ca5b,Sports,Expert,1729809151942
1fec9302-ff86-4a85-84a0-368107bd515d,Platform,Medium,1726794895942
3c2074a2-4f5c-42f5-91c3-0553a40962c8,FPS,Expert,1719653491942
0989f147-31da-46ed-bee1-3c696921db4f,Strategy,Easy,1733738954942
6145af2a-8d34-47d5-b644-bb221d5b8276,RPG,Medium,1726802999942
58e59925-d2bd-4fac-8238-552e3de2b51c,Strategy,Hard,1729011307942
a7b916c5-f296-407d-9b2f-cdf7d4e5c8f4,Puzzle,Hard,1721554862942
23e0d62e-49b7-425d-9017-58c4fbb8027c,Adventure,Hard,1725604944942
f4fa629d-ae84-429e-939c-9ada4affbf9d,Sports,Hard,1721573299942
9b5234d3-3f72-4e70-b464-2add8fa7b44b,Puzzle,Medium,1719149764942
067d77f3-9663-4ca2-9f74-3020524d2ef9,FPS,Expert,1728612530942
ac610c12-8273-455a-86b1-c3abec7903a1,Sports,Easy,1721404010942
838b110c-fb8e-4ff6-ac66-3243fec21a64,Platform,Expert,1732758807942
b1620057-fb74-412e-b67f-0441a4e89043,Fighting,Easy,1732117916942
db2568ef-2249-4db8-bdf2-926f47a9d7cb,Simulation,Easy,1724334327942
f3b986a9-1ea9-4eee-b0e9-8a53cf27ad3c,FPS,Hard,1720267998942
f7cfe71e-81ec-442b-b274-4a08263a45f8,Sports,Easy,1727470629942
e8f9ebce-f839-4832-acbc-cea34e124d36,Fighting,Medium,1732977848942
0c943f78-f65b-4f1d-bb6e-cae95b291171,Puzzle,Expert,1721134564942
4afeeaa1-e14c-4842-99aa-4e6dad03648a,Strategy,Easy,1729876093942
13820f08-4eb4-41d0-8950-10f72a836012,RPG,Easy,1729907536942
7f35f99f-0af6-4de5-af8b-769faae7c0cc,Adventure,Medium,1722574314942
544b4d15-9fce-4458-96e8-dfe1f42c0869,Simulation,Hard,1733060135942
924b97e7-1aa8-4bb1-a731-2bd36a995dce,FPS,Hard,1724102857942
d89d4a3d-c8a1-450f-80d4-9750fe9ecc4e,Adventure,Easy,1722263199942
eda61b0c-971c-4a30-be75-6e24e798b349,RPG,Expert,1728735905942
0b382b28-c97c-4f53-82cd-2bc5ef20d2d6,FPS,Easy,1720200970942
11b9bcb7-1d65-4bde-8c09-6f380d36578f,Racing,Hard,1721815813942
f3e28fbd-4d31-4ab1-b795-87581b5bfea7,Racing,Hard,1732244935942
63c8a193-e688-478e-8f14-cf9934b24c48,Strategy,Medium,1718330751942
eb6cbd9b-ee58-4ad2-8d1a-e45392f57bdc,Platform,Easy,1722337694942
7361830f-4b75-492d-a660-c6ebdc1ab5ba,Simulation,Medium,1720994245942
566ac8bf-de82-4374-875c-12322ea25d28,RPG,Easy,1730652710942
ca9f8657-70ad-42c2-acb7-3c5fb027d375,Fighting,Easy,1725005538942
ff7c4e68-15bf-4930-a9af-080c08f2a103,RPG,Easy,1731528252942
491e0d4e-4a77-461e-af61-6683de723328,Strategy,Easy,1725651638942
05ab6360-5790-4a7a-9479-8a45c06c61e7,FPS,Hard,1731701014942
1d5d693e-f3c3-406f-8d8e-fd9e7f161b03,Fighting,Easy,1726647983942
2ad904e8-290a-4ba9-8400-a432e22f9073,FPS,Expert,1731708406942
754f2c5e-2dd5-4f26-9899-42633ceb5296,Simulation,Easy,1723057302942
5ddd5fa7-dc08-4a4e-9fb2-854336f2db87,Strategy,Hard,1733492147942
c24c1f21-2522-4dc5-8a81-408b78fa3457,Racing,Expert,1727351927942
2a340c98-e978-43db-a9f6-316d46007851,Sports,Easy,1720842906942
7805f49d-2da7-4488-b1c3-4628e2abc39d,Platform,Hard,1724036635942
5afde42c-9cdb-4bb9-ab8d-9ad1732d85df,Racing,Expert,1726319966942
0c14128f-cbfa-4b88-879e-4b1750e153b2,Puzzle,Hard,1732442191942
9c13890b-9d93-47df-80de-d50cca6c81d4,Racing,Expert,1732768387942
a78f577b-64fb-47e2-a0bd-22308c32dbcd,Simulation,Hard,1719530742942
7ea31b57-94b5-4e64-8c1c-fb905d9a506b,Platform,Medium,1729672382942
0d09bc32-af7e-4c2b-a4c2-638a101cfdd8,Puzzle,Expert,1731014113942
489e7930-bbcc-41ad-b372-5c51dc6d31d2,Sports,Hard,1723554107942
10589a97-fa34-4b2e-998c-6152f0e51440,FPS,Hard,1718546191942
256cc1de-9772-47d8-8463-cbe720b001f7,RPG,Hard,1726184677942
be8a67ed-2d5f-4a2b-8d24-0d2809c72c38,Racing,Medium,1727127813942
9a3d2203-7b96-4bd9-b3a3-ee94a579f16d,Adventure,Medium,1731666454942
63ca6818-e70d-4afe-afe7-002a250e3817,Sports,Hard,1728290584942
85e1b3fe-e830-4668-8ea4-d1185a491be1,Racing,Hard,1718864873942
fbc0331e-b4ae-4565-b4c3-0c25422acc1e,Sports,Easy,1719228496942
94821c28-cf87-456a-a465-3da04029a955,RPG,Expert,1727974130942
7b317349-f70c-4b04-a9f9-9dac2284b67f,Simulation,Medium,1731316702942
ade8e8af-c35e-4f70-91c0-ea533e7209c9,Racing,Expert,1730494472942
410bce43-7da9-435e-a7ed-afa138350c06,Sports,Medium,1729356623942
8381c4bd-f738-47c7-92d9-92c97cbf03ac,Sports,Expert,1723973999942
0e3cf565-b7b0-4639-8649-3fa3d2408370,Puzzle,Medium,1720933284942
46c74c5f-c406-466c-8133-53885aa73dcd,Sports,Expert,1726875763942
d685cbc1-60a4-459f-8154-d9d104ffe4ed,Strategy,Hard,1719149100942
b1478baf-b548-45d7-962b-c51e0ed75956,Sports,Medium,1720314705942
a00171f5-df99-44ef-9a60-316281a5832f,Simulation,Hard,1728372747942
933127c9-83e0-43a0-a29b-5c25b16bd76a,FPS,Hard,1727522881942
4780598c-c72b-4c98-9707-6f1852a216b2,Strategy,Easy,1727165203942
34baefd1-e74d-4834-b0c2-914b7c922293,FPS,Medium,1731333594942
2defa3b0-2069-4cfd-ba76-d03325f7e8d5,Platform,Medium,1729235086942
e6cbd78a-a3bf-43c5-9763-51224868e6c0,Racing,Expert,1731058837942
4b397f99-c039-47ea-9115-79c1328ed494,RPG,Expert,1720403621942
167afa97-c2db-46fd-9620-18d67561e03a,RPG,Medium,1728356804942
6205663d-d9f8-4e02-8f17-e2225f668e25,FPS,Easy,1729394677942
51659cd3-924a-4f8c-8a4f-9b4987628cad,Fighting,Expert,1732816822942
f499d79c-5871-4959-b0ea-df8678b11195,FPS,Medium,1729424785942
bed40780-06ae-410b-a4e3-4853bdf31c81,Racing,Medium,1722896727942
254af079-12eb-4111-9807-2bb40d9f1609,Adventure,Medium,1722183010942
cc146422-3992-48bc-9934-c0d0ebe0fe95,Platform,Medium,1721876339942
6599035e-21fa-410f-820e-114b5433d708,Racing,Medium,1719377014942
b5ed7068-cf53-4a09-94f5-fdcc96788828,RPG,Hard,1731919884942
4b6856aa-a27a-4128-8e27-c09ab503005c,RPG,Hard,1719043644942
c509f74b-afeb-42a9-827a-e7e87ba3b299,Adventure,Hard,1728171062942
ba2ca99e-d6d3-40cf-a34a-4f2b297c291e,Puzzle,Easy,1732465990942
1884cb03-f442-4540-86da-be757e968c0f,Platform,Hard,1729404772942
46c1a5e5-3373-422e-a185-7a4b4a60b727,RPG,Medium,1721243075942
4180aa46-9e25-45d3-b376-f948afa1db25,Strategy,Medium,1728825916942
6fee4cc6-a3ed-4c4c-bfd3-fbe0899bd788,Strategy,Medium,1728703466942
be61a088-8070-45d0-af96-6f7a1368db9d,Strategy,Medium,1722941284942
bbf11b79-3f08-460e-bd98-aafb57a2f877,FPS,Expert,1720108106942
d788b11d-838d-4a27-be83-ccfb9304c46d,Strategy,Expert,1722736676942
f96e42f7-a317-4928-85c3-cdf4ec04cbfa,Simulation,Medium,1731662148942
73b313a1-f3d6-4121-8745-3ee625d17471,Puzzle,Expert,1733462366942
09a7926c-5f81-4c78-8f0a-af951abc3397,Simulation,Medium,1720145381942
f2916e50-646e-485f-b304-8a6b33d9cec1,Platform,Expert,1720090862942
0c222f17-86f6-418b-8ae7-e62af475c4a6,FPS,Hard,1729626785942
2fec21f3-bc54-4822-a3eb-74a1a6a2fabd,Puzzle,Medium,1733276064942
334dd008-5ed0-4ccc-93c7-3f791f3f8649,Fighting,Hard,1726817998942
80273b95-dc56-4729-a612-36c182846ace,Fighting,Medium,1731078464942
9fc0242c-b044-4f30-bd0e-90df407a3028,Platform,Expert,1732950069942
c43119f4-dd4e-47eb-800c-38e8c6191ddd,Puzzle,Hard,1732062156942
f0b05dc3-2464-4103-bb51-d921f861d38f,Strategy,Hard,1721124026942
9a4cc262-7b17-42e0-a526-b953ab5599da,Racing,Easy,1733799811942
f8ca3ffb-67be-44e1-8e26-0bb5d6c29c2b,Fighting,Hard,1727312078942
f1c3e409-5051-4b60-9cf2-d1d1b6f13a7c,Fighting,Hard,1723215412942
e834ab6c-b7b0-425c-ad16-30265d5048b9,Sports,Easy,1732064097942
c6466b45-d9d4-43b1-b33c-7eec34455afe,FPS,Expert,1718578463942
bf30a6a4-9e8f-4b4b-bdcf-84f039b771b5,Sports,Expert,1732924985942
30238084-1c88-41e7-8b50-18ec6a6a230d,Fighting,Hard,1721095956942
84c1c6b9-a039-4b35-8dad-a2b867dd11dd,Strategy,Medium,1726278551942
9fb4ecd4-0ea5-4c55-87b6-f3bcb786c19e,RPG,Expert,1732240122942
5d036ce5-3529-4389-a8b0-a1c4ce052af6,Fighting,Expert,1720712852942
1ae0d47b-79af-4ed9-b0e2-60418e1ce358,Racing,Hard,1724473831942
ec4fd6e7-9e51-4159-85ca-d952299e93c2,Simulation,Easy,1724887211942
8a04b261-b982-4cb5-b080-b989d48153c6,Sports,Hard,1728518932942
3796a6d8-4a70-4ffe-adfa-59a238282f83,FPS,Hard,1732018266942
a03c69d5-0835-4668-9533-17530bf11432,Adventure,Expert,1727438888942
6aba3d7f-6fec-4bb7-9273-10d4ec54d2cc,Adventure,Expert,1728825495942
7d5c1c61-c891-482e-b780-1f1ef1b36c0f,Platform,Expert,1732970638942
fa01cf46-e01c-4326-b0a3-ae3b19e7935e,Sports,Hard,1724355818942
c9c081ac-333d-46a9-b520-245762887a13,FPS,Easy,1733549512942
ed1e174e-a91e-4a48-a12b-875b95c8c106,Platform,Medium,1727286327942
b197a8a9-d24b-4c78-ada7-932accb47802,Adventure,Expert,1720822431942
5bdce71e-5910-48e0-bdf2-16e8a5368aa4,Puzzle,Medium,1728534481942
c0d4d8b6-048c-4770-8580-bc4810d21ef0,RPG,Expert,1727771188942
f7c304f5-aad2-441c-8890-def3f9c250fa,Strategy,Hard,1722050885942
41b66293-b205-4b20-b3c7-2f9482f975c5,Racing,Easy,1720035579942
a08382e1-4e82-42c9-ab0d-a13415a4ffe5,Adventure,Expert,1726652321942
0c8be8ae-9ab5-4951-8455-6b805521838b,RPG,Easy,1728346242942
ab5381f2-c507-49fb-af0b-9e59432f94ca,Sports,Easy,1721410235942
54d11403-12f8-4ada-b7df-9c6199920f0a,Puzzle,Medium,1719974717942
d5e13c21-4cff-4309-966d-4d108c6131eb,RPG,Hard,1729784301942
cf862178-b3b6-4c23-bbd2-71a377381bf8,Fighting,Expert,1733627052942
2395cf36-5453-4a80-8144-c8e9b1f1301b,Simulation,Easy,1722318417942
c7d124dc-9ef0-4afe-9c77-cecb208eb859,Racing,Easy,1733012300942
be795f6c-65e2-4fc7-bac2-18e223e3f2e3,Puzzle,Hard,1726742855942
c3905883-beea-4212-8836-04e58585a100,Puzzle,Hard,1730475168942
21ae5c17-3ff3-4c86-aeab-7bf320db853d,Racing,Medium,1727867941942
bd458933-c515-4c79-9ebb-04982ed5ff4f,Strategy,Expert,1733004536942
92a727f1-e38e-4cc0-9498-cd7ad6e37405,Strategy,Medium,1723095943942
5956065b-e843-4964-9bf2-fa8fbc75219f,Sports,Hard,1725345354942
c9231e73-0e83-4cbf-bd5e-9c4602cccf00,Adventure,Easy,1723380988942
5cb0fd0d-8502-4239-99d5-a23d63c62eb4,FPS,Easy,1724933261942
01ff5da4-b337-49a7-b3d4-dd56b1f0bf92,Simulation,Hard,1730235976942
473c2264-95c2-4844-83f4-34d7ea89279d,Platform,Easy,1727273640942
1aeeb93f-5279-4129-acd9-d9c1dfdeed62,Platform,Hard,1729744596942
f4fa98d0-140f-4eff-baa8-414757d19aa5,Simulation,Medium,1722699302942
